target_id	length	eff_length	est_counts	tpm
CG9003	3369	3221.01	2198.83	43.0786
CG15765	865	717.033	40	3.52033
Act42A_1	132	20.7506	0	0
CG11534	579	431.122	371	54.3045
sced	522	374.176	117	19.732
CG1635	361	214.525	54	15.8847
CG9452	694	546.079	12	1.38672
pug	3260	3112.01	232.069	4.70584
loco	7741	7593.01	2527	21.0016
CG12470	951	803.023	16	1.25734
St2	354	207.689	2	0.607686
Hmg-2	2032	1884.01	1552	51.9841
CG8370	1081	933.013	173	11.7009
eEFSec	604	456.116	19	2.62869
CG6153	504	356.231	1358	240.564
CG6084	939	791.023	21	1.6753
CG3776	1033	885.013	554	39.5023
CG18048	2262	2114.01	82	2.44776
sdk	8791	8643.01	412	3.00811
MED16	3802	3654.01	3904	67.4221
CG5815	2388	2240.01	3505	98.7415
CG13032	2378	2230.01	40	1.13192
CG31019	107	11.4111	1	5.53011
CG32365_1	36162	36014	268	0.469597
Eno	2752	2604.01	7878	190.913
Atg9	2847	2699.01	622	14.5428
Pgd_1	140	24.9379	35	88.5667
Tps1	154	33.1979	0	0
Mat89Ba	4026	3878.01	732	11.9114
DppIII	2112	1964.01	361	11.5991
CG9509	749	601.058	2	0.209979
l(1)sc	758	610.05	105	10.8614
sns	3423	3275.01	12	0.231223
Sod1	919	771.033	1305	106.807
CG33178_1	1136	988.013	84	5.36511
galectin	1220	1072.01	180	10.5958
CG32708	978	830.013	463	35.2013
Mp20_1	399	251.857	3	0.751675
CG3961	693	545.079	8	0.926175
Rpp30	1082	934.013	53	3.58084
CG11920	1319	1171.01	2138	115.215
CG43658	38038	37890	147.246	0.245234
CG10086	1530	1382.01	29	1.32418
rho-7	1716	1568.01	662	26.6422
Asx	4850	4702.01	31	0.416045
CG13796	3448	3300.01	101	1.93138
yin	3189	3041.01	332	6.88941
GalNAc-T1	1694	1546.01	1410	57.553
CG1814	2092	1944.01	478	15.5164
Mad	3036	2888.01	5129	112.072
stx	1298	1150.01	255	13.9926
Xpac	1237	1089.01	990	57.3673
Akap200	2839	2691.01	13274	311.278
CG13097	1229	1081.01	1049	61.236
CG10359	2140	1992.01	103	3.26293
CG7497	601	453.116	0	0
CG9674	4799	4651.01	138	1.87238
vanin-like	1719	1571.01	1667	66.9604
Buffy	677	529.085	0	0
QC	1260	1112.01	890	50.5059
yellow-f	1367	1219.01	17	0.880041
HERC2	17113	16965	695	2.58519
ZnT35C	1991	1843.01	1800	61.632
Parg	2058	1910.01	140	4.62545
CG34404	3038	2890.01	168	3.66836
CYLD	3471	3323.01	212	4.02593
OstDelta	3493	3345.01	3402	64.1799
CG12267	2183	2035.01	1288	39.9403
CG17450	206	71.4762	1	0.882879
CG11486	5154	5006.01	7206	90.8374
ValRS-m	2915	2767.01	23	0.52454
CG7768	184	54.2228	0	0
otk	5267	5119.01	25	0.308188
CG30269	241	101.225	0	0
CG9934	5667	5519.01	11953	136.671
Snup	1924	1776.01	478	16.9842
CG13004	1700	1552.01	52	2.11432
Arl6	568	420.127	4	0.600816
CG7506	1073	925.013	93	6.3445
CG3652	882	734.033	178	15.3027
CG11576	2268	2120.01	32	0.952519
ca	1574	1426.01	329	14.5591
CG5913	2078	1930.01	320	10.4629
E2f2	2024	1876.01	1385	46.5882
CG8927	2145	1997.01	5778	182.582
CG1986	1176	1028.01	4	0.245541
spn-A	1252	1104.01	1287	73.5642
Xbp1	1886	1738.01	86	3.12254
hb	4196	4048.01	4079	63.5878
CG9752	427	279.589	193	43.5612
hec	1955	1807.01	161	5.62247
CG5800	2606	2458.01	1138	29.216
CG1698	577	429.122	11	1.61761
tinc	5189	5041.01	46	0.575841
Esyt2	3223	3075.01	80	1.64174
PEK	4579	4431.01	2611.65	37.1942
CenG1A	5524	5376.01	146	1.71378
Upf1	3962	3814.01	1829	30.2617
Csl4	826	678.05	53	4.9326
COQ7	536	388.162	136	22.11
CG17167	1243	1095.01	58	3.3425
CG16798	2471	2323.01	86	2.3362
mRpS35	1163	1015.01	246	15.2942
CG14762_1	769	621.05	6	0.609659
CG5886	2516	2368.01	6206	165.383
stg	2719	2571.01	6090	149.477
CG16903	1876	1728.01	1741	63.5791
CG8245	511	363.204	0	0
CG3517	157	35.1286	0	0
CG13856	439	291.503	5	1.0824
CG8613	2615	2467.01	289	7.39246
Taf11	990	842.013	1148	86.037
CG8417	1007	859.013	354	26.0055
CG8397	809	661.05	1163	111.022
O-fut2	1972	1824.01	313	10.8288
CG2540	1157	1009.01	17	1.0632
CG4998	1225	1077.01	22	1.28903
eIF4E1	2623	2475.01	2820	71.9008
Cep89	1412	1264.01	16	0.798787
RNaseX25	3096	2948.01	1325	28.3628
CG3847	2066	1918.01	4480	147.397
ab	2654	2506.01	38	0.956891
POLDIP2	4277	4129.01	3688	56.3647
dia	2914	2766.01	349	7.96221
CG9953	1943	1795.01	6296.75	221.366
CG10702	860	712.042	657	58.2267
MSBP	1634	1486.01	154	6.53974
CG8180	1721	1573.01	240	9.62811
Dh31	348	201.833	5	1.56329
neur	2545	2397.01	1026	27.0109
CG15673	999	851.013	57	4.2267
CG15629	369	222.33	1	0.283833
Snap29	1123	975.013	658	42.5871
CG9410	2714	2566.01	1978.19	48.6488
Surf1	769	621.05	112	11.3803
Torsin	2144	1996.01	1073	33.9233
CG42329	2482	2334.01	14	0.378518
ProRS-m	731	583.058	176	19.0486
CG10444_1	806	658.05	306	29.3444
qkr58E-2	2956	2808.01	2517	56.5648
CG8460	7338	7190.01	3074.87	26.9873
Xport-A	107	11.4111	1	5.53011
wcy	3789	3641.01	1918	33.2421
tmod	4404	4256.01	122	1.80892
CG34220	647	499.105	873	110.379
unc-13-4A	994	846.013	0	0
CG7607	158	35.7673	1	1.76431
CG4238	1215	1067.01	87	5.14531
CG34370	1824	1676.01	12	0.451821
CG11964	2279	2131.01	903	26.7402
ArfGAP3	242	102.112	396	244.727
CG32536	1194	1046.01	257	15.5045
net_1	387	240.01	6	1.57756
CG32687	318	172.822	4	1.46057
PHGPx	1845	1697.01	72	2.67738
Ctr1A	2481	2333.01	284	7.68181
CG11334_1	752	604.05	336	35.1017
FANCI	4877	4729.01	283	3.7764
CG8516	4449	4301.01	1437	21.0838
rau	179	50.4734	1	1.25026
CG7218	2767	2619.01	524	12.6257
CG2316	3223	3075.01	1775	36.4262
His3.3A	159	36.4077	0	0
Galphaf	227	89.0499	1	0.708645
DCTN67	1557	1409.01	1311	58.7151
mRpL21	650	502.105	74	9.30036
CG12355	2390	2242.01	195	5.48856
hang	6142	5994.01	7100	74.7486
CG13272	4316	4168.01	79	1.19608
CG12420	959	811.013	95	7.39193
pita	3818	3670.01	4866	83.6694
CG7142	1162	1014.01	87	5.41425
EloC_1	5131	4983.01	563.078	7.13081
serp_1	1071	923.013	0	0
CG5618	1412	1264.01	8	0.399393
Eaf_1	17437	17289	178.545	0.651689
CLIP-190	6028	5880.01	747	8.01687
sax	2987	2839.01	1076	23.917
CG2225	6059	5911.01	50.5139	0.539276
mRpS6	236	96.8732	342	222.784
Blimp-1	881	733.033	3	0.258262
CanA-14F	1027	879.013	175	12.5633
Hexo2	2079	1931.01	19	0.620913
CG31368	1558	1410.01	919	41.1296
Rh50	160	37.0613	1	1.70271
CG6067	1562	1414.01	159	7.09588
sog	8259	8111.01	1442	11.219
CG14325	484	336.296	2	0.375293
CG4953_1	11914	11766	112.714	0.604523
Ama	1217	1069.01	37508	2214.13
CG9590	1950	1802.01	340	11.9065
Rcc1	1429	1281.01	25332	1247.9
mt:ND4L_1	50652	50504	67023.6	83.746
Zwilch	2156	2008.01	73	2.29413
CG5037	1806	1658.01	2197	83.6189
UbiE_3	1712	1564.01	34280.6	1383.15
velo_1	17255	17107	18	0.0663989
stops	3182	3034.01	234	4.86699
CG30158	123	16.657	0	0
cta	2584	2436.01	1218	31.5522
CG6656	128	18.8522	0	0
CG14431	8610	8462.01	82.2177	0.613132
mam_1	8932	8784.01	19.459	0.139794
CG16787	1178	1030.01	2819	172.709
CG42340	144	27.1894	0	0
ArgRS	2174	2026.01	1203	37.4702
aub	4231	4083.01	6999	108.173
CG3530	6024	5876.01	1827	19.6209
CG32191	247	106.579	0	0
CG1231	1565	1417.01	76	3.38456
Tsp42Ef	394	246.9	80	20.447
CG9951	1944	1796.01	279	9.80296
CG10914	2053	1905.01	106	3.51132
CG40160	1419	1271.01	158	7.84457
Usp20-33	3973	3825.01	1562	25.7698
shn	23709	23561	169.17	0.453098
CG6910	213	77.2328	0	0
CG15535	594	446.116	388	54.884
Sirup	627	479.105	5	0.65857
CG31272	233	94.2036	0	0
Yeti	1613	1465.01	2654	114.32
CG16952	4234	4086.01	1281	19.7839
CG42399	1229	1081.01	5	0.291878
Kank	693	545.079	9	1.04195
CG10996	1925	1777.01	24	0.852281
Tg	588	440.122	0	0
Sclp	2137	1989.01	174	5.52044
PGRP-LE	1130	982.013	322	20.6919
dan_1	37212	37064	179.799	0.306124
Sas10	5304	5156.01	1677	20.5249
TrpRS-m	1001	853.013	80	5.9183
arr	807	659.05	47	4.5003
bowl	1196	1048.01	3	0.180641
Act42A_2	1050	902.013	1	0.06996
Lip4	2190	2042.01	19	0.587161
NimB4	1307	1159.01	13	0.707811
CG6345	4977	4829.01	6091	79.5962
Klp3A	3832	3684.01	1403	24.0325
alc	2370	2222.01	2456	69.75
Gat	23618	23470	8.10829	0.0218011
mtd	2185	2037.01	478	14.808
CG14892	313	168.058	4	1.50197
CG12056	622	474.105	198	26.3544
CG30338	1673	1525.01	403	16.6761
CG3732	2283	2135.01	1800	53.2028
HisCl1	320	174.728	0	0
CG3588	1971	1823.01	116	4.01542
CG6180	3185	3037.01	5824	121.014
Rbp9	59388	59240	39.5538	0.0421343
pdgy	1730	1582.01	759	30.2757
oaf	1451	1303.01	421	20.389
CG5726	3233	3085.01	888	18.1643
ZAP3	5752	5604.01	2114	23.805
CG15385	2166	2018.01	23	0.719227
Hpr1	1872	1724.01	2651	97.0357
CG5500	566	418.132	89	13.4319
sol	1155	1007.01	46	2.8826
kirre	343	196.993	0	0
oxt	5611	5463.01	4497	51.9461
CG3940	423	275.61	2	0.457929
Cyp6a22	298	153.788	0	0
Lon	3211	3063.01	41	0.84469
haf	395	247.888	0	0
PGAP1	2294	2146.01	87	2.55829
Hsp27	1733	1585.01	7695	306.364
FucTB	1672	1524.01	83	3.43678
TAF1B	3115	2967.01	890	18.9292
shg	8478	8330.01	5643	42.7491
CG9723	1970	1822.01	727	25.1794
PlexB	8068	7920.01	2434	19.3935
CG14883	2792	2644.01	213	5.08368
ebd1	3109	2961.01	68	1.44921
gt	5460	5312.01	0	0
CG17026	603	455.116	9	1.24791
CG4022	3098	2950.01	390	8.34263
CG14971	4493	4345.01	1377	19.9989
Pka-R2	1446	1298.01	246	11.9596
Dys	108	11.6632	5	27.0529
vari	2078	1930.01	1953	63.8564
Eph	6644	6496.01	2362	22.9454
ewg	4973	4825.01	65	0.850114
Culd	223	85.6227	0	0
Nep2	2871	2723.01	127	2.94318
CG18814	1823	1675.01	1345	50.6718
CG4842	1048	900.013	100	7.01154
Ndfip	443	295.489	106	22.6374
betaTub97EF_1	304	159.461	0	0
Dysb	1193	1045.01	327	19.7464
crb	9501	9353.01	957	6.45688
grn	1086	938.013	0	0
CG2091	1561	1413.01	1793	80.0749
CG14689	823	675.05	10	0.934816
rogdi	825	677.05	54	5.0331
Vrp1_1	12950	12802	194	0.956281
CG4991	2441	2293.01	178	4.89864
Spps	3915	3767.01	323	5.41088
Cpr62Bc	117	14.3711	0	0
Dscam1C	179	50.4734	0	0
NFAT	3140	2992.01	78	1.6451
CCAP	212	76.4008	1	0.82597
Gp150	4230	4082.01	85	1.31403
Lgr4	3395	3247.01	244	4.74207
pav	2662	2514.01	3482	87.4024
CG7381	226	88.1959	1	0.715507
c12.2	4791	4643.01	747	10.1527
CG17717	712	564.065	3	0.335625
CG5379	1004	856.013	13	0.958353
CG5493	546	398.138	4	0.634
CG33332	1229	1081.01	362	21.132
cmpy	810	662.05	13	1.23912
Debcl	3135	2987.01	1248	26.3657
CG8679	2684	2536.01	511	12.7154
Alp4	1902	1754.01	36	1.29519
CG2260	3833	3685.01	2477	42.4179
TbCMF46	127	18.4292	1	3.42417
CG1632	696	548.079	1	0.115138
Fer1HCH	867	719.033	918	80.5668
SPoCk	5978	5830.01	3137	33.9553
CG8129	1398	1250.01	230	11.6112
rictor	2203	2055.01	188	5.77305
mt:ATPase6_1	125	17.5528	0	0
CG34159	1785	1637.01	1925	74.2063
Osi6	200	66.6463	0	0
Appl_1	261	119.197	1	0.529414
Iml1	5126	4978.01	585	7.41587
spn-F	1677	1529.01	2638	108.874
pnr	2784	2636.01	5	0.119697
CG5828	1839	1691.01	696	25.9731
CG7381_1	1708	1560.01	0	0
Pal1	1312	1164.01	3146	170.555
ced-6	3744	3596.01	4072	71.4577
ZnT49B	2447	2299.01	1437	39.4437
CG8850	101	10.2561	0	0
Jheh2	123	16.657	528	2000.32
CG6364_1	8736	8588.01	371.85	2.73235
dpr3	847	699.042	0	0
Nhe1	501	353.244	141	25.1887
bs_1	1197	1049.01	0	0
up	112	12.7594	1	4.94575
smg	4556	4408.01	764	10.9374
Naa35	4104	3956.01	2001	31.9192
CG7028	6327	6179.01	2002	20.4459
Tep4	4583	4435.01	191	2.7177
CG17549	1013	865.013	5	0.364762
botv	3723	3575.01	318	5.61322
Slbp	1565	1417.01	2231	99.3546
ND-ACP	2457	2309.01	4626	126.427
CG12594	2377	2229.01	3	0.0849319
l(2)35Bd	1394	1246.01	4545	230.183
Coprox	2919	2771.01	1317	29.9923
dor	3183	3035.01	113	2.34953
Shmt	7155	7007.01	13744	123.778
Trs20_1	113	13.0563	103	497.828
yellow-f2	338	192.155	5	1.64203
kek1	386	239.025	9	2.37609
CG7646	1864	1716.01	68	2.50064
aPKC	179	50.4734	0	0
CG14341	622	474.105	77	10.2489
spir	6419	6271.01	1316	13.2428
CG16799	743	595.058	36	3.81773
CG9586	1307	1159.01	586	31.9059
rdgA	462	314.405	1	0.200712
CG8569	2773	2625.01	675	16.2269
shn_1	3536	3388.01	158.841	2.95856
mTerf3	1002	854.013	327	24.1627
CG9531	1317	1169.01	57	3.07693
dpr3_1	3615	3467.01	67	1.2195
CPT2	2224	2076.01	1269	38.5739
CG4901	2978	2830.01	3522	78.535
CG9003_1	26628	26480	147.227	0.350858
CG1640	2608	2460.01	144	3.69392
thw_1	145	27.7463	0	0
GlyRS	2667	2519.01	2860	71.647
CG14606	1167	1019.01	3	0.185782
ade2	4456	4308.01	2539	37.1919
Xrp1	2097	1949.01	18	0.582801
Tab2	4035	3887.01	296	4.80549
Phax	1973	1825.01	861	29.7714
CG42237	1232	1084.01	37	2.15392
CG33111	2070	1922.01	101	3.3161
Cyp12a4	1843	1695.01	109	4.05803
Wee1	2201	2053.01	4891	150.338
Magi	3271	3123.01	446	9.01204
LRP1	17082	16934	1142	4.25568
phu	2169	2021.01	830	25.9162
Hex-A	4611	4463.01	1604	22.6798
RASSF8_1	34559	34411	15.0659	0.0276286
tkv	3200	3052.01	773	15.9829
CG14309	151	31.2992	2	4.03235
sim	130	19.7936	1	3.18814
AMPdeam	3810	3662.01	55	0.947775
Plod	307	162.332	193	75.0266
T48	401	253.844	32	7.95509
CG11590	526	378.172	480	80.0967
robo2	3838	3690.01	43.7251	0.747764
CG3434	2579	2431.01	345	8.95559
mRpL4	1668	1520.01	930	38.6098
beta4GalNAcTB	1764	1616.01	139	5.42791
Aef1	2630	2482.01	2018	51.3073
WRNexo	1328	1180.01	78	4.17129
CG1523	2526	2378.01	2602	69.0487
usp	2871	2723.01	830	19.2349
CG13850	1999	1851.01	2290	78.0707
CG12672	1120	972.013	2	0.129844
CG9380	177	48.9841	0	0
Psc_1	7702	7554.01	2157	18.0192
Fem-1	2862	2714.01	193	4.48753
Lamp1	1471	1323.01	4646	221.604
Ncc69	4955	4807.01	305	4.00393
CG32281	1101	953.013	215	14.2365
Ir76a	2272	2124.01	5	0.148551
Letm1	1516	1368.01	491	22.6492
NT1	3721	3573.01	37	0.653476
snk	1591	1443.01	4994	218.394
CG10713	28322	28174	3.50332	0.00784681
Ankle2	4178	4030.01	2902	45.4416
ST6Gal	2051	1903.01	189	6.26733
dally	114	13.3864	5	23.5705
Nmt	3609	3461.01	6711	122.362
Rbp9_1	3956	3808.01	123	2.0383
so	141	25.4731	1	2.47731
fax	3099	2951.01	3592	76.8117
CG5235	3499	3351.01	2152	40.5255
Ssrp	2826	2678.01	2820	66.4506
ImpL1	345	198.946	3	0.951586
Pde11	2581	2433.01	78	2.02308
CG5167	1453	1305.01	77	3.72339
CG11247	1419	1271.01	97	4.81597
Chchd3	989	841.013	2237	167.852
CG15739	1232	1084.01	36	2.09571
CG30493	1777	1629.01	253	9.80073
CG8888	763	615.05	1	0.102601
CG40006	1311	1163.01	41	2.22465
yellow-h	1642	1494.01	17	0.718054
CG17593	1900	1752.01	992	35.7303
kdn	2605	2457.01	1221	31.3596
Cyp301a1	4907	4759.01	1269.75	16.837
CG15756	1808	1660.01	23	0.874337
mRpL39	305	160.422	441	173.475
CG17715	1480	1332.01	372	17.6237
mtRNApol	4569	4421.01	1872	26.7206
sip2	3118	2970.01	1591.72	33.8198
rumi	1990	1842.01	384	13.1553
CG14535	804	656.05	1	0.096189
MESR6	2232	2084.01	2124	64.3156
MFS16	3720	3572.01	2227	39.3432
CG10512	1830	1682.01	11	0.412692
CG1671	2699	2551.01	2423	59.9381
CG11399	1203	1055.01	504	30.1464
mwh	443	295.489	2	0.427122
Prat2	1826	1678.01	1337	50.2804
MetRS-m	1480	1332.01	207	9.80673
CG6236	2288	2140.01	248	7.31303
CG7394	249	108.348	331	192.784
jub	5534	5386.01	2726	31.939
Rrp6	997	849.013	374	27.7984
Unc-89	905	757.033	39	3.25096
CG14207_1	107	11.4111	1	5.53011
Fbl6	846	698.042	67	6.05697
Mcm7	1779	1631.01	35558	1375.76
l(2)k05819	3309	3161.01	1919	38.3099
CG13663	728	580.058	3267	355.419
CG5665	331	185.361	0	0
CG12880	1371	1223.01	133	6.86251
Myb	870	722.033	734	64.1507
vis	3010	2862.01	776.513	17.1214
CG1827	1239	1091.01	218	12.6092
CG1218	2572	2424.01	1618	42.1217
CG44252	1985	1837.01	8	0.274815
E(spl)mdelta-HLH	154	33.1979	2	3.80173
Camta	3262	3114.01	90	1.82383
CG8878	5395	5247.01	1349	16.2242
CG8519	153	32.5669	0	0
mib1	1474	1326.01	736	35.0261
l(2)k01209	3979	3831.01	4334	71.39
Su(z)2	431	283.554	4	0.890199
CG17118_1	330	184.38	1	0.342254
CG31612	2227	2079.01	10	0.303532
SLO2	3850	3702.01	57	0.971626
CG4797	415	267.694	0	0
SrpRbeta	851	703.042	386	34.6472
Elp3_1	840	692.042	20	1.82373
Spn27A	1654	1506.01	299	12.5287
Tango6	2796	2648.01	143	3.40783
bys	2017	1869.01	2191	73.9763
phr	1705	1557.01	219	8.87594
Alas	2039	1891.01	290	9.67756
ChLD3	2712	2564.01	1217.56	29.9662
Pgant35A	1952	1804.01	575	20.1136
CG7706	601	453.116	55	7.65976
achi	1703	1555.01	114.487	4.64604
FASN3_1	564	416.132	2	0.303292
mri	2152	2004.01	1171	36.8739
miple1_1	119	15.1044	1	4.17791
verm_1	173	46.0488	1	1.37039
CG12379	623	475.105	321	42.6361
CG1486	2095	1947.01	383	12.4134
spag	834	686.05	61	5.61095
Sgt	1459	1311.01	2378	114.464
CG1161	647	499.105	549	69.4133
CG30046	613	465.111	0	0
Cyp12e1	1776	1628.01	20	0.775237
CG12863	2483	2335.01	469	12.6749
CG4585	1769	1621.01	1407.59	54.7965
CG13025	2530	2382.01	2671	70.7607
CG9629	1924	1776.01	98	3.48211
Stim	3073	2925.01	80.0382	1.72676
CG11147_1	2365	2217.01	19	0.540814
waw	2024	1876.01	178	5.98751
Nha1	3891	3743.01	118	1.9894
RhoL	191	59.5549	0	0
v_1	196	63.4568	1	0.994453
Svil	3441	3293.01	106	2.0313
CG33260	1042	894.013	109	7.69387
tho2	8679	8531.01	2855	21.1187
CG14618	1183	1035.01	344	20.9737
Nrk_1	672	524.085	8	0.963275
PIG-G	2290	2142.01	214	6.30455
Nlg2	1876	1728.01	0	0
Ada2a	2291	2143.01	207.176	6.10066
CG46280	2927	2779.01	811	18.4159
CG12963	622	474.105	4	0.532412
Notum	3231	3083.01	2015	41.2441
CG14141	130	19.7936	0	0
Pcd	726	578.058	232	25.3267
mRpL3	2511	2363.01	1281	34.2094
CG4662	1732	1584.01	1543	61.4709
dlp	3744	3596.01	363	6.37012
Zmynd10	165	40.45	0	0
CG5853	2757	2609.01	1089	26.3399
Spt3	227	89.0499	212	150.233
CG2772	469	321.345	168	32.9913
CG17219	665	517.105	126	15.3764
Ir93a	570	422.122	6	0.896965
CG13917	14294	14146	4688.86	20.9168
CG42553	1286	1138.01	61	3.38256
mthl14	2431	2283.01	46	1.27149
ecd	3328	3180.01	1947	38.6366
mEFTu2	1149	1001.01	85	5.35848
CG3008	2042	1894.01	1309	43.6133
wisp	68502	68354	3289.33	3.03673
CG6325	3793	3645.01	993	17.1914
CG17646	3091	2943.01	162	3.47364
CG9514_1	162	38.397	0	0
Pi3K59F_1	175	47.494	100	132.869
ago	4704	4556.01	7332.16	101.557
olf186-M	597	449.116	173	24.308
CG3223	1693	1545.01	2854	116.569
Topors	2241	2093.01	380	11.4571
CG42594	14406	14258	4	0.0177037
caz_1	11508	11360	1054.15	5.85581
Spn43Ab	1372	1224.01	15	0.773335
TppII	1646	1498.01	908	38.2501
GalNAc-T2	125	17.5528	25	89.8786
inaF-D	140	24.9379	0	0
CG5903	1357	1209.01	1561	81.4769
CycH	1297	1149.01	1098	60.3031
CG2017	2114	1966.01	10	0.320978
IKKbeta	3175	3027.01	116	2.41828
wgn	1989	1841.01	7	0.23994
CG13375_1	832	684.05	5	0.461258
feo	3854	3706.01	6607	112.502
Myt1	2427	2279.01	3573	98.9347
RhoU	3511	3363.01	183	3.43388
HtrA2	1960	1812.01	219	7.62685
BBS8	666	518.098	5	0.609004
alpha-Man-Ia_1	3437	3289.01	2166	41.558
CG16959_1	892	744.033	9	0.763331
CG7332	1972	1824.01	1665	57.6035
sc	143	26.5973	1	2.3726
CG34355	179	50.4734	2	2.50052
CG5921	186	55.7458	0	0
uzip	327	181.465	0	0
CG17224	505	357.227	7	1.23656
Osi23	1266	1118.01	44	2.48352
CG14613	1226	1078.01	508	29.7373
Lrrk	8278	8130.01	981	7.61448
CG11710	1434	1286.01	258	12.6601
CG6073	1422	1274.01	927	45.9164
Rep	2039	1891.01	1233	41.1463
Traf6	4295	4147.01	616	9.37363
CG9356	2740	2592.01	2148	52.2949
fru	3745	3597.01	31	0.543854
CG5522	1636	1488.01	480	20.3562
Nep1	114	13.3864	0	0
FoxL1	110	12.1869	1	5.1781
Mlc2_1	158	35.7673	1	1.76431
Mabi	2337	2189.01	4557	131.369
alpha-Man-IIa	2259	2111.01	4145	123.907
Nmdar2	229	90.7674	0	0
ThrRS	2751	2603.01	6931	168.028
vsg	2148	2000.01	2311	72.9171
faf	4513	4365.01	202	2.9203
CG7059	1224	1076.01	933	54.7175
Sgf29	1006	858.013	520	38.2447
Tpi	737	589.058	1320	141.409
S6KL	2301	2153.01	1431	41.9426
CG32486	2963	2815.01	5817	130.401
CG7280	2376	2228.01	940.73	26.6446
CG14650	4057	3909.01	1465	23.6501
Egfr	3633	3485.01	54	0.977804
stet_1	134	21.7867	0	0
CG6912	37954	37806	641.55	1.07086
TBCB	1127	979.013	1113	71.7413
CG14866	242	102.112	1	0.617997
Ten-m	2180	2032.01	254	7.88805
dah	1944	1796.01	819	28.7764
CDase_1	805	657.05	0	0
CG8108	2983	2835.01	7733	172.129
Cdc7	4826	4678.01	704	9.49672
Lsp1gamma	115	13.7168	0	0
CG16771	2851	2703.01	161	3.75872
CG32532	44401	44253	183.758	0.262039
smog	1386	1238.01	1.1201	0.0570947
unc80	1296	1148.01	3	0.164906
CG15744	6613	6465.01	413	4.03128
CG42663	163	39.0618	14	22.6171
goe	2614	2466.01	304	7.7793
Aprt_1	348	201.833	82	25.638
Pnn	1965	1817.01	1384	48.0663
HDAC4	4503	4355.01	43	0.623076
Lim1_1	234	95.0994	0	0
Pkn	6647	6499.01	3084.49	29.9501
Cpr65Az	1001	853.013	40	2.95915
CG17508	1317	1169.01	193	10.4184
CG30281	954	806.013	7	0.548048
Est-Q	550	402.138	0	0
mh	1505	1357.01	86	3.99923
CG9164	1608	1460.01	314	13.5717
CG1275	2396	2248.01	8529	239.421
CG14353	855	707.042	588	52.4801
jvl	3122	2974.01	101	2.14309
Smu1_1	119	15.1044	210	877.36
CG10185	128	18.8522	0	0
Usp16-45	2321	2173.01	2273	66.0084
PGRP-LF	2517	2369.01	13	0.346289
fdl	197	64.2762	37	36.3257
Ube3a	975	827.013	557	42.5016
Calx	5237	5089.01	3478	43.1279
meru	539	391.157	8	1.29063
CG5188	1136	988.013	301	19.225
CG15892	611	463.111	9	1.22637
Tis11	3059	2911.01	599	12.9851
CG7546	4185	4037.01	5279	82.519
CG1440	3086	2938.01	7547	162.1
Prip_1	130	19.7936	18	57.3864
p47	2652	2504.01	579	14.5916
N	3935	3787.01	174	2.89944
Vps35_1	2420	2272.01	731	20.3034
ftz	3105	2957.01	6985	149.065
Pino	1758	1610.01	2746.28	107.641
PICK1	385	238.037	0	0
CG3065	2736	2588.01	1637.43	39.9262
seq_1	868	720.033	16	1.40226
comm2	2298	2150.01	118	3.4634
sing_1	148	29.4796	0	0
Dyrk2	2976	2828.01	319	7.11822
CG3409	5334	5186.01	2279	27.7315
CG9331	645	497.105	11	1.39639
CG15643	269	126.594	92	45.8603
kn	544	396.148	4	0.637185
CG9917	2097	1949.01	663	21.4665
CG5541	1762	1614.01	3	0.117294
CG4267	1622	1474.01	53	2.26901
beta-Man	1550	1402.01	3	0.13503
CG3618	1081	933.013	9	0.608719
CG16789_1	929	781.023	6	0.484786
prg	1904	1756.01	1181	42.4409
peng	3095	2947.01	1641	35.139
Syx5	3881	3733.01	2097	35.4488
RpL27_2	119	15.1044	0	0
Mon1	2197	2049.01	190	5.85155
Ak6	119	15.1044	19	79.3802
CG32103	3132	2984.01	1357	28.6973
CG17572	296	151.879	0	0
Mtr4	3152	3004.01	2318	48.6938
Ubr1	5880	5732.01	1396	15.3688
omd	1342	1194.01	539	28.4867
RhoGEF4	1320	1172.01	276	14.8607
Lsp1gamma_1	931	783.023	1	0.0805912
CG9743	1505	1357.01	1045	48.5953
CG32165	6948	6800.01	4369	40.5447
CG12531	131	20.254	1	3.11567
CG7878	2439	2291.01	12552	345.738
CG15772	1459	1311.01	14	0.673881
Cyp12b2	1336	1188.01	13	0.690533
Pi3K92E	4530	4382.01	3146	45.3051
CG6230	6006	5858.01	1298	13.9826
CG13077	588	440.122	0	0
CG13300	385	238.037	6	1.59063
Nup205	6048	5900.01	753	8.05386
kar	617	469.111	3	0.40356
brk	7049	6901.01	51.1399	0.467637
abd-A	834	686.05	5	0.459914
PsGEF	2952	2804.01	22	0.495114
CG8520	2228	2080.01	963	29.2161
CG14478	3312	3164.01	4764	95.0158
Not10	2200	2052.01	1906	58.6145
CG43340	4260	4112.01	383	5.87769
Mgat1	4732	4584.01	4382	60.3238
Mekk1	2001	1853.01	171	5.82344
Cyp311a1	672	524.085	2	0.240819
CG33639_1	129	19.3033	0	0
CG3332	2661	2513.01	54	1.35601
nAChRalpha1	2350	2202.01	14	0.401209
PHDP	249	108.348	0	0
CG14516	4440	4292.01	1857	27.3032
CG32262	975	827.013	116	8.85132
CG13003	9751	9603.01	181.146	1.19037
sud1	1321	1173.01	659.557	35.4823
Su(P)	3197	3049.01	636	13.1632
